state	Year	cost_per_pack	tax_dollar	tax_state	tax_percent	sales_per_capita	tax_revenue	index	price_cpi
Alabama	1970	0.427	0.2	0.12	46.8	89.8	36739131	38.825	2.529555698647778
Alabama	1971	0.423	0.2	0.12	47.3	95.4	39490694	40.49166666666667	2.4027166083556284
Alabama	1972	0.421	0.2	0.12	47.5	101.1	42198422	41.81666666666666	2.3155838979673176
Alabama	1973	0.431	0.2	0.12	46.4	102.9	43328876	44.4	2.232657657657658
Alabama	1974	0.466	0.2	0.12	42.9	108.2	45943402	49.30833333333334	2.1736690890654047
Alabama	1975	0.504	0.2	0.12	39.7	111.7	47956285	53.81666666666667	2.153979560235367
Alabama	1976	0.501	0.2	0.12	39.9	116.2	50409197	56.90833333333333	2.024835261385269
Alabama	1977	0.551	0.2	0.12	36.3	117.1	51516608	60.608333333333334	2.090966588752922
Alabama	1978	0.568	0.2	0.12	35.2	123	54460929	65.23333333333333	2.0026571282575367
Alabama	1979	0.606	0.2	0.12	33.3	121.4	54496057	72.575	1.9204960385807783
Alabama	1980	0.688	0.24	0.12	34.9	123.2	55701205	82.40833333333333	1.9201941551218524
Alabama	1981	0.731	0.24	0.16	32.8	119.6	72852874	90.925	1.8491064063788836
Alabama	1982	0.844	0.24	0.16	38.4	119.1	74641962	96.5	2.0116062176165803
Alabama	1983	0.908	0.32	0.16	35.2	116.3	73371489	99.6	2.0967871485943776
Alabama	1984	0.99	0.325	0.16	32.8	113	72144256	103.88333333333333	2.1918819188191883
Alabama	1985	1.03	0.325	0.165	31.6	114.5	76693928	107.56666666666666	2.2023551286024174
Alabama	1986	1.1	0.325	0.165	29.6	116.3	77175083	109.60833333333333	2.308218657340531
Alabama	1987	1.144	0.325	0.165	28.5	114	77097672	113.625	2.3156875687568754
Alabama	1988	1.223	0.325	0.165	26.6	112.1	76529290	118.25833333333333	2.3786061588330636
Alabama	1989	1.391	0.325	0.165	23.4	105.6	74959156	123.96666666666667	2.5807744017208925
Alabama	1990	1.444	0.325	0.165	22.5	108.6	74656216	130.65833333333333	2.541896804643153
Alabama	1991	1.722	0.365	0.165	21.2	107.9	73585654	136.19166666666666	2.9081074466132293
Alabama	1992	1.762	0.365	0.165	20.7	109.1	73149118	140.31666666666666	2.888181494239221
Alabama	1993	1.546	0.405	0.165	26.2	108.5	72619924	144.45833333333334	2.4614710124026535
Alabama	1994	1.551	0.405	0.165	26.1	107.1	72324900	148.225	2.406679035250464
Alabama	1995	1.583	0.405	0.165	25.6	102.6	70450119	152.38333333333333	2.3893032921360606
Alabama	1996	1.674	0.405	0.165	24.2	101.4	70950600	156.85	2.454701944532993
Alabama	1997	1.805	0.405	0.165	22.4	104.9	73953302	160.51666666666665	2.5863357906759425
Alabama	1998	1.956	0.405	0.165	20.7	106.2	74878439	163.00833333333333	2.7598589029190737
Alabama	1999	2.707	0.405	0.165	15	100.7	71844367	166.575	3.7377157436590127
Alabama	2000	2.884	0.505	0.165	17.5	96.2	70664938	172.2	3.8520325203252033
Alabama	2001	3.23	0.505	0.165	15.6	90.5	66373279	177.06666666666666	4.195594879518072
Alabama	2002	3.282	0.555	0.165	16.9	84.8	62450667	179.875	4.196580958999306
Alabama	2003	3.234	0.555	0.165	17.2	82.2	61161426	183.95833333333334	4.043415628539071
Alabama	2004	3.569	0.815	0.425	22.8	87.9	71463596	188.88333333333333	4.345910173828642
Alabama	2005	3.56	0.815	0.425	22.9	82.4	158457030	195.29166666666666	4.19270322167698
Alabama	2006	3.535	0.815	0.425	23.1	83.3	161434908	201.59166666666667	4.033152825430945
Alabama	2007	3.759	0.815	0.425	21.7	80.2	156820995	207.34241666666668	4.1697690896982404
Alabama	2008	3.752	0.815	0.425	21.7	78	153461159	215.3025	4.008128098837681
Alabama	2009	4.548	1.435	0.425	31.6	75.6	149746028	214.537	4.875802309158793
Alabama	2010	4.726	1.435	0.425	30.4	71.5	143144386	218.0555	4.984877703153555
Alabama	2011	4.845	1.435	0.425	29.6	68.4	138999738	224.93916666666667	4.9540060831261785
Alabama	2012	4.841	1.435	0.425	29.6	67.2	137207735	229.59391666666667	4.849562288780154
Alabama	2013	4.942	1.435	0.425	29	64.6	132215587	232.95708333333334	4.879267819358716
Alabama	2014	5.102	1.435	0.425	28.1	61.7	126853195	236.73616666666666	4.956826058826387
Alabama	2015	5.305	1.685	0.425	31.8	60.7	125105125	237.017	5.147942974554567
Alabama	2016	5.41	1.685	0.675	31.1	60.1	163948123	240.00716666666668	5.184428520537234
Alabama	2017	5.452	1.685	0.675	30.9	58.1	180386973	245.11958333333334	5.11570712934333
Alabama	2018	5.55	1.685	0.675	30.4	54.7	172649066	251.10683333333333	5.083493678985239
Alabama	2019	5.784	1.685	0.675	29.1	53.1	165763113	255.65741666666668	5.203525942431424
Alaska	1970	0.418	0.16	0.08	38.3	121.3	2737000	38.825	2.4762395363811973
Alaska	1971	0.421	0.16	0.08	38	123	2996000	40.49166666666667	2.3913562461411813
Alaska	1972	0.42	0.16	0.08	38.1	130	3255000	41.81666666666666	2.310083698684735
Alaska	1973	0.438	0.16	0.08	36.5	125.8	3274000	44.4	2.268918918918919
Alaska	1974	0.449	0.16	0.08	35.6	130.4	3444000	49.30833333333334	2.094372148047997
Alaska	1975	0.483	0.16	0.08	33.1	150.4	4056000	53.81666666666667	2.064230411892227
Alaska	1976	0.515	0.16	0.08	31.1	164.8	4649000	56.90833333333333	2.0814174842583104
Alaska	1977	0.563	0.16	0.08	28.4	159.3	4868000	60.608333333333334	2.13650488106696
Alaska	1978	0.571	0.16	0.08	28	143.6	4676000	65.23333333333333	2.0132345426673477
Alaska	1979	0.609	0.16	0.08	26.3	138.1	4451000	72.575	1.9300034447123664
Alaska	1980	0.635	0.16	0.08	25.2	134	4351000	82.40833333333333	1.772272221660431
Alaska	1981	0.728	0.16	0.08	22	144	4607000	90.925	1.8415177343964804
Alaska	1982	0.86	0.16	0.08	18.6	148.3	4888000	96.5	2.049740932642487
Alaska	1983	0.962	0.24	0.08	24.9	146.9	5148000	99.6	2.2214859437751007
Alaska	1984	1.027	0.24	0.08	23.4	133.6	5341000	103.88333333333333	2.27380073800738
Alaska	1985	1.1	0.32	0.08	29.1	128.9	5395000	107.56666666666666	2.352029748992873
Alaska	1986	1.215	0.32	0.16	26.3	126.3	8191000	109.60833333333333	2.5495324260624956
Alaska	1987	1.254	0.32	0.16	25.6	110.4	9503000	113.625	2.538349834983498
Alaska	1988	1.394	0.32	0.16	23	80	8865000	118.25833333333333	2.711183144246353
Alaska	1989	1.702	0.45	0.16	26.4	94.4	8130515	123.96666666666667	3.15778435063189
Alaska	1990	2.017	0.45	0.16	22.3	100.2	13450527	130.65833333333333	3.5505580713055678
Alaska	1991	2.073	0.49	0.29	23.6	101.8	16377954	136.19166666666666	3.5008749923514655
Alaska	1992	2.191	0.49	0.29	22.4	98.5	15812651	140.31666666666666	3.591376648057964
Alaska	1993	2.009	0.54	0.29	26.9	95.2	15321090	144.45833333333334	3.1986385924430336
Alaska	1994	2.014	0.53	0.29	25.2	94.1	15548000	148.225	3.125113847191769
Alaska	1995	2.125	0.53	0.29	24.9	89.5	15752759	152.38333333333333	3.207371759816253
Alaska	1996	2.144	0.53	0.29	24.7	89.9	15907733	156.85	3.1438954415046223
Alaska	1997	2.97	1.24	0.29	41.8	81.7	14379771	160.51666666666665	4.25563285224795
Alaska	1998	3.276	1.24	0.29	37.9	78.6	28431309	163.00833333333333	4.622340371146669
Alaska	1999	4.047	1.24	1	30.6	70.5	42915000	166.575	5.587933363349842
Alaska	2000	4.397	1.34	1	30.5	66	43091506	172.2	5.872880371660861
Alaska	2001	4.433	1.34	1	30.2	65.2	40893899	177.06666666666666	5.758226656626506
Alaska	2002	4.591	1.39	1	30.3	63.7	40434020	179.875	5.870354412786658
Alaska	2003	4.415	1.39	1	31.5	63.6	40239153	183.95833333333334	5.52
Alaska	2004	5.03	1.39	1	27.6	63.6	41260582	188.88333333333333	6.124944851319157
Alaska	2005	5.61	1.99	1.6	35.5	60.2	48750294	195.29166666666666	6.607040751013442
Alaska	2006	5.819	2.19	1.6	37.6	54.5	57910992	201.59166666666667	6.639014509528337
Alaska	2007	6.351	2.39	1.8	37.6	52.9	63849816	207.34241666666668	7.04501289935449
Alaska	2008	6.69	2.39	2	35.7	47	64193492	215.3025	7.146688960880622
Alaska	2009	7.605	3.01	2	39.6	45.8	62882219	214.537	8.15313908556566
Alaska	2010	7.607	3.01	2	39.6	43.8	61237633	218.0555	8.023691216227062
Alaska	2011	8.494	3.01	2	35.4	43.3	61478147	224.93916666666667	8.685103750273221
Alaska	2012	8.3	3.01	2	36.3	41.2	59586835	229.59391666666667	8.314680230711689
Alaska	2013	8.659	3.01	2	34.8	39	56983372	232.95708333333334	8.549085400207835
Alaska	2014	8.901	3.01	2	33.8	37.2	54624390	236.73616666666666	8.647728096749052
Alaska	2015	9.018	3.01	2	33.4	35.8	52702165	237.017	8.751017859478434
Alaska	2016	9.013	3.01	2	33.4	35.6	52573488	240.00716666666668	8.637200416931995
Alaska	2017	9.253	3.01	2	32.5	32.9	48857026	245.11958333333334	8.682252030046559
Alaska	2018	9.37	3.01	2	32.1	31.1	46021896	251.10683333333333	8.582402841818322
Alaska	2019	9.553	3.01	2	31.5	30.4	44773153	255.65741666666668	8.594274434309716
Arizona	1970	0.385	0.18	0.1	46.7	115.2	19510371	38.825	2.2807469414037347
Arizona	1971	0.38	0.18	0.1	47.4	109.6	19640088	40.49166666666667	2.1584688207450093
Arizona	1972	0.387	0.18	0.1	46.5	125	23116211	41.81666666666666	2.128577122359506
Arizona	1973	0.392	0.18	0.1	45.9	128.3	24963408	44.4	2.0306306306306308
Arizona	1974	0.477	0.21	0.1	44	133.1	27387025	49.30833333333334	2.2249788744296093
Arizona	1975	0.491	0.21	0.13	42.8	121.8	34513342	53.81666666666667	2.0984205636419944
Arizona	1976	0.487	0.21	0.13	43.1	122.3	35349459	56.90833333333333	1.9682530385122272
Arizona	1977	0.536	0.21	0.13	39.2	121.7	35910542	60.608333333333334	2.0340437233603743
Arizona	1978	0.586	0.21	0.13	35.8	124.7	37232113	65.23333333333333	2.0661216147164025
Arizona	1979	0.608	0.21	0.13	34.5	124.6	38135772	72.575	1.9268343093351703
Arizona	1980	0.633	0.21	0.13	33.2	126.8	40387868	82.40833333333333	1.7666902619071696
Arizona	1981	0.733	0.21	0.13	28.6	113.8	40210749	90.925	1.854165521033819
Arizona	1982	0.805	0.21	0.13	26.1	113.5	41240299	96.5	1.9186528497409328
Arizona	1983	0.928	0.29	0.13	31.3	111.1	41322538	99.6	2.142971887550201
Arizona	1984	0.988	0.31	0.13	31.4	107.1	42047774	103.88333333333333	2.1874538745387455
Arizona	1985	1.067	0.31	0.15	29.1	107.1	49914889	107.56666666666666	2.2814688565230865
Arizona	1986	1.135	0.31	0.15	27.3	107.9	51271543	109.60833333333333	2.381661978255911
Arizona	1987	1.135	0.31	0.15	27.2	106.1	51756221	113.625	2.297469746974697
Arizona	1988	1.256	0.31	0.15	24.3	102.2	52761017	118.25833333333333	2.4427876823338734
Arizona	1989	1.302	0.31	0.15	23.8	96.8	50497361	123.96666666666667	2.415649368109707
Arizona	1990	1.514	0.34	0.15	22.5	88.9	47367639	130.65833333333333	2.665118948912558
Arizona	1991	1.657	0.38	0.15	22.9	81.2	52400987	136.19166666666666	2.798335678883926
Arizona	1992	1.836	0.38	0.18	20.7	79	53152206	140.31666666666666	3.0094785603990974
Arizona	1993	1.621	0.42	0.18	25.9	80.3	54098346	144.45833333333334	2.580882607441592
Arizona	1994	1.629	0.42	0.18	25.8	79	54392580	148.225	2.527711249789172
Arizona	1995	2.079	0.82	0.18	39.4	77.3	109614212	152.38333333333333	3.1379415946625837
Arizona	1996	2.22	0.82	0.58	36.9	71.4	171622649	156.85	3.2553394963340776
Arizona	1997	2.31	0.82	0.58	35.5	64.6	166315143	160.51666666666665	3.3099366628595166
Arizona	1998	2.501	0.82	0.58	32.8	66	169626199	163.00833333333333	3.5288379939675885
Arizona	1999	3.177	0.82	0.58	25.8	61.7	166481637	166.575	4.386672669968483
Arizona	2000	3.458	0.92	0.58	26.6	58.5	162795250	172.2	4.61869918699187
Arizona	2001	3.606	0.92	0.58	25.5	54.1	160870757	177.06666666666666	4.683998493975904
Arizona	2002	3.85	1.57	0.58	40.8	52	160155700	179.875	4.922863099374566
Arizona	2003	4.031	1.57	1.18	38.9	48.2	216941668	183.95833333333334	5.039891279728199
Arizona	2004	3.967	1.57	1.18	39.6	42.5	280173860	188.88333333333333	4.830547957292862
Arizona	2005	4.156	1.57	1.18	37.8	42.3	286386310	195.29166666666666	4.894627693620653
Arizona	2006	4.35	1.57	1.18	36.1	42.2	296078470	201.59166666666667	4.963002769625067
Arizona	2007	5.202	2.39	2	45.9	37.5	354887901	207.34241666666668	5.770454590212888
Arizona	2008	5.466	2.39	2	43.7	31.8	397172122	215.3025	5.839133312432508
Arizona	2009	6.274	3.01	2	48	28.6	371476941	214.537	6.7262057360734975
Arizona	2010	6.459	3.01	2	46.6	24.8	327381714	218.0555	6.8128068312883645
Arizona	2011	6.492	3.01	2	46.4	27.1	328721247	224.93916666666667	6.638061401786409
Arizona	2012	6.6	3.01	2	45.6	25	322217444	229.59391666666667	6.611673436469535
Arizona	2013	6.622	3.01	2	45.5	24.4	316111769	232.95708333333334	6.537942432171877
Arizona	2014	6.752	3.01	2	44.6	23	304872144	236.73616666666666	6.559876430653815
Arizona	2015	6.916	3.01	2	43.5	23	310164906	237.017	6.7112485602298575
Arizona	2016	6.923	3.01	2	43.5	23.1	318976882	240.00716666666668	6.634343557796538
Arizona	2017	7.104	3.01	2	42.4	22.5	316089295	245.11958333333334	6.665807675505323
Arizona	2018	7.362	3.01	2	40.9	21.8	306302317	251.10683333333333	6.743185669313393
Arizona	2019	7.513	3.01	2	40.1	20.7	296712275	255.65741666666668	6.759005948389919
Arkansas	1970	0.388	0.2075	0.1225	53.5	100.3	24493875	38.825	2.298518995492595
Arkansas	1971	0.441	0.2575	0.1775	58.4	104.1	27438688	40.49166666666667	2.5049598682856553
Arkansas	1972	0.451	0.2575	0.1775	57.1	103.9	35848433	41.81666666666666	2.4805898764447987
Arkansas	1973	0.455	0.2575	0.1775	56.6	108	37917550	44.4	2.356981981981982
Arkansas	1974	0.486	0.2575	0.1775	53	109.7	39654387	49.30833333333334	2.2669596079094134
Arkansas	1975	0.509	0.2575	0.1775	50.6	114.8	42027562	53.81666666666667	2.1753484050789718
Arkansas	1976	0.526	0.2575	0.1775	49	119.1	44721125	56.90833333333333	2.1258749450871286
Arkansas	1977	0.565	0.2575	0.1775	45.6	122.6	45878425	60.608333333333334	2.144094596452633
Arkansas	1978	0.584	0.2575	0.1775	44.1	127.3	48463712	65.23333333333333	2.0590700051098616
Arkansas	1979	0.615	0.2575	0.1775	41.9	126.5	49072538	72.575	1.9490182569755425
Arkansas	1980	0.647	0.2575	0.1775	39.8	131.8	50988650	82.40833333333333	1.805763980179998
Arkansas	1981	0.721	0.2575	0.1775	35.7	128.7	52216063	90.925	1.8238108331042067
Arkansas	1982	0.82	0.2575	0.1775	31.4	127.4	51931175	96.5	1.95440414507772
Arkansas	1983	0.936	0.37	0.21	39.5	128	54616725	99.6	2.1614457831325304
Arkansas	1984	0.985	0.37	0.21	37.6	123.1	60611138	103.88333333333333	2.180811808118081
Arkansas	1985	1.036	0.37	0.21	35.7	125.8	62733844	107.56666666666666	2.215184381778742
Arkansas	1986	1.13	0.37	0.21	32.7	126	62155739	109.60833333333333	2.3711700752679996
Arkansas	1987	1.199	0.37	0.21	30.8	122.3	61658584	113.625	2.427018701870187
Arkansas	1988	1.277	0.37	0.21	29	121.5	61767668	118.25833333333333	2.4836304700162075
Arkansas	1989	1.412	0.37	0.21	26.2	118.3	60710757	123.96666666666667	2.619736488303307
Arkansas	1990	1.465	0.37	0.21	25.3	113.1	57859721	130.65833333333333	2.578863447923975
Arkansas	1991	1.773	0.42	0.21	23.7	116.8	57851063	136.19166666666666	2.994236064370067
Arkansas	1992	1.799	0.42	0.21	23.3	126	65362674	140.31666666666666	2.948830027319159
Arkansas	1993	1.681	0.555	0.22	33	113.8	72196949	144.45833333333334	2.676411883472743
Arkansas	1994	1.673	0.555	0.345	33.2	108.8	81346688	148.225	2.5959858323494687
Arkansas	1995	1.671	0.555	0.315	33.2	113	86742788	152.38333333333333	2.522126216777863
Arkansas	1996	1.813	0.555	0.315	30.6	110.7	85978675	156.85	2.6585272553394965
Arkansas	1997	1.873	0.555	0.315	29.6	108.7	85952917	160.51666666666665	2.6837711556432358
Arkansas	1998	2.069	0.555	0.315	26.8	109.5	86593871	163.00833333333333	2.91929860436583
Arkansas	1999	2.793	0.555	0.315	19.9	104.8	83303347	166.575	3.8564610535794692
Arkansas	2000	2.944	0.655	0.315	22.2	99.4	82409447	172.2	3.9321718931475034
Arkansas	2001	3.3	0.655	0.315	19.8	101.7	85619768	177.06666666666666	4.286521084337349
Arkansas	2002	3.522	0.73	0.34	20.7	87.2	79846771	179.875	4.503460736622655
Arkansas	2003	3.596	0.98	0.59	27.3	91.6	86736560	183.95833333333334	4.4960181200453
Arkansas	2004	3.535	0.98	0.59	27.7	79.8	131000087	188.88333333333333	4.304508956145769
Arkansas	2005	3.53	0.98	0.59	27.8	82.1	129860482	195.29166666666666	4.157371452954982
Arkansas	2006	3.714	0.98	0.59	26.4	81.4	133418145	201.59166666666667	4.237377537100574
Arkansas	2007	3.822	0.98	0.59	25.6	78.4	127394493	207.34241666666668	4.239653487849608
Arkansas	2008	3.93	0.98	0.59	24.9	77	128864614	215.3025	4.198279165360366
Arkansas	2009	5.288	2.16	1.15	40.8	72.6	148826375	214.537	5.669138656735202
Arkansas	2010	5.454	2.16	1.15	39.6	63.2	206311982	218.0555	5.752755605797606
Arkansas	2011	5.551	2.16	1.15	38.9	61.1	200418005	224.93916666666667	5.675890148077073
Arkansas	2012	5.485	2.16	1.15	39.4	60.5	199654545	229.59391666666667	5.494701333187182
Arkansas	2013	5.521	2.16	1.15	39.1	57.5	190245330	232.95708333333334	5.450918176988966
Arkansas	2014	5.508	2.16	1.15	39.2	54.4	179735100	236.73616666666666	5.351273604863923
Arkansas	2015	5.655	2.16	1.15	38.2	54	177322717	237.017	5.487581059586443
Arkansas	2016	5.744	2.16	1.15	37.6	54.2	179027016	240.00716666666668	5.5045022961119905
Arkansas	2017	5.958	2.16	1.15	36.3	52.4	173931263	245.11958333333334	5.590495795419582
Arkansas	2018	6.055	2.16	1.15	35.7	50.2	167579954	251.10683333333333	5.546045806532544
Arkansas	2019	6.259	2.16	1.15	34.5	47.6	161909335	255.65741666666668	5.630855614398044
California	1970	0.397	0.18	0.1	45.3	123	239111000	38.825	2.351835157759176
California	1971	0.399	0.18	0.1	45.1	121	241878000	40.49166666666667	2.2663922617822596
California	1972	0.399	0.18	0.1	45.1	123.5	249849000	41.81666666666666	2.194579513750498
California	1973	0.419	0.18	0.1	43	124.4	254630000	44.4	2.1704954954954956
California	1974	0.45	0.18	0.1	40	126.7	261029000	49.30833333333334	2.0990366739901973
California	1975	0.483	0.18	0.1	37.3	127.1	265698000	53.81666666666667	2.064230411892227
California	1976	0.49	0.18	0.1	36.7	128	271234000	56.90833333333333	1.9803778005564505
California	1977	0.587	0.18	0.1	30.7	126.4	272021000	60.608333333333334	2.2275814656950366
California	1978	0.601	0.18	0.1	30	126.1	276202000	65.23333333333333	2.119008686765457
California	1979	0.621	0.18	0.1	29	121.9	271823000	72.575	1.9680330692387185
California	1980	0.664	0.18	0.1	27.1	120.2	272774000	82.40833333333333	1.8532106380827182
California	1981	0.728	0.18	0.1	24.7	118.6	280626000	90.925	1.8415177343964804
California	1982	0.849	0.18	0.1	21.2	115.4	279205000	96.5	2.023523316062176
California	1983	0.949	0.26	0.1	27.4	110.8	273943000	99.6	2.1914658634538156
California	1984	0.98	0.26	0.1	26.5	104.8	265535000	103.88333333333333	2.1697416974169745
California	1985	1.044	0.26	0.1	24.9	102.8	265403000	107.56666666666666	2.2322900526805087
California	1986	1.039	0.26	0.1	25	99.7	261213000	109.60833333333333	2.1802174408880104
California	1987	1.174	0.26	0.1	22.2	97.5	256877000	113.625	2.3764136413641364
California	1988	1.264	0.26	0.1	20.6	90.1	251614000	118.25833333333333	2.4583468395461914
California	1989	1.638	0.51	0.35	31.1	82.4	503985000	123.96666666666667	3.0390427534283404
California	1990	1.868	0.51	0.35	27.3	77.8	777806372	130.65833333333333	3.288270935646406
California	1991	2.019	0.55	0.35	27.2	68.7	729532100	136.19166666666666	3.4096799853148143
California	1992	2.051	0.55	0.35	26.8	67.5	717361867	140.31666666666666	3.3618957120798196
California	1993	1.903	0.59	0.35	31	63.4	673194758	144.45833333333334	3.029870204788001
California	1994	1.951	0.61	0.37	31.3	58.6	653545894	148.225	3.0273570585258898
California	1995	1.979	0.61	0.37	30.8	56.4	662551030	152.38333333333333	2.9870064530241716
California	1996	2.003	0.61	0.37	30.5	54.5	644499085	156.85	2.937137392413134
California	1997	2.078	0.61	0.37	29.4	53.8	634972518	160.51666666666665	2.9775101235593397
California	1998	2.249	0.61	0.37	27.1	52.3	617309414	163.00833333333333	3.1732733500332295
California	1999	3.512	1.11	0.87	31.6	47.2	849117471	166.575	4.849227074891191
California	2000	3.655	1.21	0.87	33.1	41.6	1176859405	172.2	4.881823461091754
California	2001	3.977	1.21	0.87	30.4	38	1120194150	177.06666666666666	5.165907379518073
California	2002	4.081	1.26	0.87	30.9	35.8	1074322864	179.875	5.21823488533704
California	2003	3.947	1.26	0.87	31.9	34.7	1040616216	183.95833333333334	4.934867497168742
California	2004	3.841	1.26	0.87	32.8	33.1	1030056989	188.88333333333333	4.677119915291627
California	2005	3.953	1.26	0.87	31.9	33.1	1032870955	195.29166666666666	4.65554939193514
California	2006	3.95	1.26	0.87	31.9	32.9	1035290841	201.59166666666667	4.506634698854946
California	2007	4.197	1.26	0.87	30	31.8	1007354061	207.34241666666668	4.655632048274413
California	2008	4.292	1.26	0.87	29.4	30.3	963072445	215.3025	4.584990884917732
California	2009	5.087	1.88	0.87	37	28.8	920204311	214.537	5.453651351515123
California	2010	5.374	1.88	0.87	35	26.3	845928927	218.0555	5.668373418693864
California	2011	5.395	1.88	0.87	34.8	26	843072021	224.93916666666667	5.516380354688489
California	2012	5.4	1.88	0.87	34.8	25.2	827497368	229.59391666666667	5.409550993475074
California	2013	5.51	1.88	0.87	34.1	23.9	788753850	232.95708333333334	5.440057807500308
California	2014	5.475	1.88	0.87	34.3	22.7	757512960	236.73616666666666	5.3192125974273745
California	2015	5.607	1.88	0.87	33.5	22.3	754358820	237.017	5.4410021222106435
California	2016	5.607	1.88	0.87	33.5	22	748095546	240.00716666666668	5.373214549843303
California	2017	7.659	3.88	2.87	50.7	20.5	956712690	245.11958333333334	7.186573900154176
California	2018	7.862	3.88	2.87	49.4	16.6	1887613448	251.10683333333333	7.201158072825577
California	2019	8.141	3.88	2.87	47.7	15.8	1791254942	255.65741666666668	7.323980756800522
Colorado	1970	0.311	0.13	0.05	41.8	124.8	13101000	38.825	1.8423696072118478
Colorado	1971	0.312	0.13	0.05	41.7	125.5	13967000	40.49166666666667	1.772216505453797
Colorado	1972	0.327	0.13	0.05	39.8	134.3	15328000	41.81666666666666	1.7985651654045438
Colorado	1973	0.381	0.18	0.05	47.2	137.9	16255000	44.4	1.9736486486486486
Colorado	1974	0.417	0.18	0.1	43.2	132.8	32364000	49.30833333333334	1.9451073178975828
Colorado	1975	0.448	0.18	0.1	40.2	131	32710000	53.81666666666667	1.9146484979869929
Colorado	1976	0.447	0.18	0.1	40.3	134.2	33914000	56.90833333333333	1.8065895445892517
Colorado	1977	0.574	0.23	0.1	40.1	132	34098000	60.608333333333334	2.178248315688162
Colorado	1978	0.528	0.18	0.15	34.1	129.2	50757000	65.23333333333333	1.8616249361267245
Colorado	1979	0.546	0.18	0.1	33	131.5	35108000	72.575	1.7303479159490183
Colorado	1980	0.581	0.18	0.1	31	131	36311000	82.40833333333333	1.6215593083223783
Colorado	1981	0.614	0.18	0.1	29.3	133.8	38656000	90.925	1.5531481990651634
Colorado	1982	0.733	0.18	0.1	24.6	130.5	38705000	96.5	1.7470466321243523
Colorado	1983	0.834	0.31	0.1	37.2	125.3	38157000	99.6	1.9259036144578314
Colorado	1984	0.931	0.31	0.15	33.3	119.7	49528000	103.88333333333333	2.0612546125461257
Colorado	1985	0.951	0.31	0.15	32.6	112.4	54369000	107.56666666666666	2.0334366284474745
Colorado	1986	1.086	0.36	0.15	33.2	109.9	53052000	109.60833333333333	2.2788413289743787
Colorado	1987	1.16	0.36	0.2	31	102.4	66972910	113.625	2.348074807480748
Colorado	1988	1.308	0.36	0.2	27.5	94.6	63320608	118.25833333333333	2.5439222042139384
Colorado	1989	1.493	0.36	0.2	24.1	88.8	59822164	123.96666666666667	2.7700188222640496
Colorado	1990	1.457	0.36	0.2	24.7	87.4	58895309	130.65833333333333	2.5647809171503284
Colorado	1991	1.575	0.4	0.2	25.4	90.2	59892549	136.19166666666666	2.6598543719023438
Colorado	1992	1.682	0.4	0.2	23.8	88.3	58654419	140.31666666666666	2.757049530823138
Colorado	1993	1.532	0.44	0.2	28.7	88.6	58864837	144.45833333333334	2.439180847995385
Colorado	1994	1.642	0.44	0.2	26.8	89.1	60025673	148.225	2.5478832855456233
Colorado	1995	1.696	0.44	0.2	25.9	85.4	61736338	152.38333333333333	2.559860002187466
Colorado	1996	1.744	0.44	0.2	25.2	83.1	61731047	156.85	2.5573477845074915
Colorado	1997	1.858	0.44	0.2	23.7	81.3	62140937	160.51666666666665	2.662278060429862
Colorado	1998	2.042	0.44	0.2	21.5	81.2	62048112	163.00833333333333	2.88120239251572
Colorado	1999	2.813	0.44	0.2	15.6	79.6	61882583	166.575	3.8840762419330637
Colorado	2000	2.933	0.54	0.2	18.4	73	60818207	172.2	3.917479674796748
Colorado	2001	3.061	0.54	0.2	17.6	70.4	60567252	177.06666666666666	3.9760730421686747
Colorado	2002	3.264	0.59	0.2	18.1	66.2	58518066	179.875	4.173564975677554
Colorado	2003	3.214	0.59	0.2	18.4	63.8	56330686	183.95833333333334	4.018409966024914
Colorado	2004	3.429	0.59	0.2	17.2	60.7	55255011	188.88333333333333	4.175434571605047
Colorado	2005	4.036	1.23	0.84	30.5	57.9	116600483	195.29166666666666	4.7533006187326645
Colorado	2006	4.025	1.23	0.84	30.6	53.1	208072655	201.59166666666667	4.592203712124344
Colorado	2007	4.213	1.23	0.84	29.2	51.1	204048087	207.34241666666668	4.673380466852538
Colorado	2008	4.203	1.23	0.84	29.3	48.4	197765465	215.3025	4.489915351656391
Colorado	2009	5.078	1.85	0.84	36.4	46	191018492	214.537	5.444002666206761
Colorado	2010	5.097	1.85	0.84	36.3	41.4	176557976	218.0555	5.3762000958471585
Colorado	2011	5.216	1.85	0.84	35.5	40.6	171531588	224.93916666666667	5.333353091761847
Colorado	2012	5.299	1.85	0.84	34.9	40.6	174467790	229.59391666666667	5.308372354523041
Colorado	2013	5.415	1.85	0.84	34.2	38.3	167059169	232.95708333333334	5.346263707370992
Colorado	2014	5.431	1.85	0.84	34.1	36.7	162218960	236.73616666666666	5.276464587511977
Colorado	2015	5.443	1.85	0.84	34	36.3	163117891	237.017	5.2818574195099925
Colorado	2016	5.49	1.85	0.84	33.7	35.8	163999393	240.00716666666668	5.26109289792041
Colorado	2017	5.696	1.85	0.84	32.5	34.5	160413997	245.11958333333334	5.344656604684448
Colorado	2018	5.873	1.85	0.84	31.5	32.1	151345229	251.10683333333333	5.37934385165411
Colorado	2019	6.06	1.85	0.84	30.5	30.4	145551255	255.65741666666668	5.451826972879396
Connecticut	1970	0.455	0.24	0.16	52.7	120	57913000	38.825	2.695428203477141
